"tow_date","make","style","model","color","plate","state","towed_to_address","tow_facility_phone","inventory_number"
"2024-05-09T00:00:00.000","CHEV","4D",,"BLK","CR81923","IL","701 N. Sacramento","(773) 265-1846","1547400"
"2024-05-09T00:00:00.000","CHEV","4D",,"MAR","DS91168","IL","701 N. Sacramento","(773) 265-7605","7090404"
"2024-05-09T00:00:00.000","CHEV","4D",,"GRY","AH35618","IL","701 N. Sacramento","(773) 265-1846","1547399"
"2024-05-09T00:00:00.000","CHEV","4D",,"MAR",,"IL","10300 S. Doty","(773) 568-8495","2969008"
"2024-05-09T00:00:00.000","CHEV","4D",,"RED",,"IL","10300 S. Doty","(773) 785-9752","1726333"
"2024-05-09T00:00:00.000","CHEV","4D",,"BLK",,"IL","10300 S. Doty","(773) 785-9752","1726327"
"2024-05-09T00:00:00.000","CHEV","4D",,"BLU",,,"10300 S. Doty","(773) 568-8495","2969020"
"2024-05-09T00:00:00.000","CHEV","4D",,"GRY","CT36186","IL","701 N. Sacramento","(773) 265-7605","7090412"
"2024-05-09T00:00:00.000","CHEV","4D",,"RED","EH73481","IL","701 N. Sacramento","(773) 265-7605","7090449"
"2024-05-09T00:00:00.000","CHEV","LL",,"TAN","CGZ806","IN","10300 S. Doty","(773) 568-8495","2969027"
"2024-05-09T00:00:00.000","CHEV","LL",,"SIL","EP26610","IL","701 N. Sacramento","(773) 265-7605","7090448"
"2024-05-09T00:00:00.000","CHEV","LL",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2969024"
"2024-05-09T00:00:00.000","CHEV","PK",,"BLU","009737A8","IL","10300 S. Doty","(773) 785-9752","1726328"
"2024-05-09T00:00:00.000","CHRY","4D","300","GRY","BM79652","IL","701 N. Sacramento","(773) 265-7605","7090447"
"2024-05-09T00:00:00.000","CHRY","VN",,"RED","DV36047","IL","701 N. Sacramento","(773) 265-7605","7090440"
"2024-05-09T00:00:00.000","DODG","2D",,"BLK","HRLEYWS","IL","10300 S. Doty","(773) 568-8495","2969017"
"2024-05-09T00:00:00.000","DODG","4D",,"BLU",,,"10300 S. Doty","(773) 568-8495","2968998"
"2024-05-09T00:00:00.000","DODG","4D",,"BLK","834EGH","LA","701 N. Sacramento","(773) 265-7605","7090433"
"2024-05-09T00:00:00.000","DODG","4D",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2969013"
"2024-05-09T00:00:00.000","DODG","LL",,"GRY","EF60457","IL","701 N. Sacramento","(773) 265-7605","7090410"
"2024-05-09T00:00:00.000","FORD","4D",,"MAR","473RPF","IN","701 N. Sacramento","(773) 265-7605","7090409"
"2024-05-09T00:00:00.000","FORD","4D",,"SIL","EH45440","IL","701 N. Sacramento","(773) 265-7605","7090445"
"2024-05-09T00:00:00.000","FORD","4D",,"BLK","CV71123","IL","701 N. Sacramento","(773) 265-7605","7090399"
"2024-05-09T00:00:00.000","FORD","4D",,"GRN","EJ72184","IL","10300 S. Doty","(773) 568-8495","2969026"
"2024-05-09T00:00:00.000","FORD","LD",,"WHI",,"IL","701 N. Sacramento","(773) 265-1846","1547395"
"2024-05-09T00:00:00.000","FORD","LL",,"TAN",,,"701 N. Sacramento","(773) 265-7605","7090417"
"2024-05-09T00:00:00.000","FORD","LL",,"SIL",,"IL","10300 S. Doty","(773) 568-8495","2969023"
"2024-05-09T00:00:00.000","HARL","MC",,"BLK","FQ4939","IL","10300 S. Doty","(773) 568-8495","2969010"
"2024-05-09T00:00:00.000","HOND","2D",,"SIL","009751A5","IL","701 N. Sacramento","(773) 265-7605","7090436"
"2024-05-09T00:00:00.000","HOND","2D",,"BLU","EL15818","IL","701 N. Sacramento","(773) 265-7605","7090413"
"2024-05-09T00:00:00.000","HOND","4D",,"WHI","CT60989","IL","701 N. Sacramento","(773) 265-7605","7090427"
"2024-05-09T00:00:00.000","HOND","4D",,"WHI","CY39675","IL","701 N. Sacramento","(773) 265-7605","7090422"
"2024-05-09T00:00:00.000","HOND","4D",,"GRY","DX38355","IL","701 N. Sacramento","(773) 265-7605","7090432"
"2024-05-09T00:00:00.000","HOND","4D",,"BLK","EH98475","IL","701 N. Sacramento","(773) 265-7605","7090434"
"2024-05-09T00:00:00.000","HOND","LL","CRV","GLD",,"IL","701 N. Sacramento","(773) 265-7605","7090444"
"2024-05-09T00:00:00.000","HOND","LL",,"GRY","VJD522","IL","701 N. Sacramento","(773) 265-1846","1547406"
"2024-05-09T00:00:00.000","HOND","VN",,"GRY","DC46242","IL","10300 S. Doty","(773) 785-9752","1726326"
"2024-05-09T00:00:00.000","HOND","VN",,"BLU","EE42064","IL","10300 S. Doty","(773) 568-8495","2969005"
"2024-05-09T00:00:00.000","HYUN","4D",,"MAR","DJ38905","IL","701 N. Sacramento","(773) 265-7605","7090443"
"2024-05-09T00:00:00.000","HYUN","4D",,"RED",,"IL","10300 S. Doty","(773) 568-8495","2969015"
"2024-05-09T00:00:00.000","HYUN","4D",,"SIL","JBE3819","IL","10300 S. Doty","(773) 568-8495","2969014"
"2024-05-09T00:00:00.000","INFI","4D",,"BLU","EF44580","IL","701 N. Sacramento","(773) 265-1846","1547402"
"2024-05-09T00:00:00.000","INFI","4D",,"BLU",,"IL","10300 S. Doty","(773) 568-8495","2969021"
"2024-05-09T00:00:00.000","JEEP","LL","TK","BLU","S236280","IL","10300 S. Doty","(773) 568-8495","2969018"
"2024-05-09T00:00:00.000","JEEP","LL",,"SIL","V691327","IL","701 N. Sacramento","(773) 265-1846","1547405"
"2024-05-09T00:00:00.000","JEEP","LL",,"GRY","EE3845","IN","701 N. Sacramento","(773) 265-7605","7090435"
"2024-05-09T00:00:00.000","JEEP","LL",,"RED","EL39648","IL","10300 S. Doty","(773) 568-8495","2969007"
"2024-05-09T00:00:00.000","JEEP","LL",,"WHI","BX95310","IL","701 N. Sacramento","(773) 265-7605","7090439"
"2024-05-09T00:00:00.000","JEEP","LL",,"GRY","CR24799","IL","701 N. Sacramento","(773) 265-1846","1547404"
"2024-05-09T00:00:00.000","KIA","4D",,"SIL",,,"10300 S. Doty","(773) 568-8495","2968997"
"2024-05-09T00:00:00.000","KIA","4D",,"SIL","EC91472","IL","10300 S. Doty","(773) 568-8495","296901"
"2024-05-09T00:00:00.000","KIA","4D",,"GRY","BY85929","IL","701 N. Sacramento","(773) 265-7605","7090421"
"2024-05-09T00:00:00.000","KIA","LL",,"SIL","BF42572","IL","10300 S. Doty","(773) 568-8495","2969016"
"2024-05-09T00:00:00.000","KIA","LL",,"RED",,,"10300 S. Doty","(773) 785-9752","1726334"
"2024-05-09T00:00:00.000","LEXS","LL",,"BLK","DT74600","IL","701 N. Sacramento","(773) 265-7605","7090431"
"2024-05-09T00:00:00.000","MERC","4D",,"WHI","CM81123","IL","10300 S. Doty","(773) 785-9752","1726329"
"2024-05-09T00:00:00.000","MERC","LL",,"SIL","EF32364","IL","10300 S. Doty","(773) 785-9752","1726331"
"2024-05-09T00:00:00.000","MERC","LL",,"WHI",,"IL","10300 S. Doty","(773) 568-8495","2969022"
"2024-05-09T00:00:00.000","MERZ","4D",,"RED","DS74975","IL","701 N. Sacramento","(773) 265-7605","7090437"
"2024-05-09T00:00:00.000","NISS","4D",,"MAR","DH75681","IL","701 N. Sacramento","(773) 265-7605","7090401"
"2024-05-09T00:00:00.000","NISS","4D",,"BLK","DT53669","IL","701 N. Sacramento","(773) 265-7605","7090403"
"2024-05-09T00:00:00.000","NISS","4D",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7090442"
"2024-05-09T00:00:00.000","NISS","4D",,"SIL","AG45788","IL","701 N. Sacramento","(773) 265-7605","7090438"
"2024-05-09T00:00:00.000","NISS","4D",,"BLU","BE56404","IL","701 N. Sacramento","(773) 265-1846","1547232"
"2024-05-09T00:00:00.000","NISS","4D",,"GRY","DY14650","IL","10300 S. Doty","(773) 568-8495","2969004"
"2024-05-09T00:00:00.000","NISS","LL",,"BLK","MPK269","IL","701 N. Sacramento","(773) 265-7605","7090441"
"2024-05-09T00:00:00.000","NISS","LL",,"SIL","CD53234","IL","10300 S. Doty","(773) 785-9752","1726330"
"2024-05-09T00:00:00.000","NISS","SW",,"WHI","BT47715","IL","701 N. Sacramento","(773) 265-1846","1547403"
"2024-05-09T00:00:00.000","SATR","4D",,"GRY","DT77218","IL","701 N. Sacramento","(773) 265-1846","1547398"
"2024-05-09T00:00:00.000","SATR","LL",,"ONG",,"IL","10300 S. Doty","(773) 785-9752","1726332"
"2024-05-09T00:00:00.000","SATR","LL",,"SIL","CT43495","IL","701 N. Sacramento","(773) 265-1846","1547394"
"2024-05-09T00:00:00.000","SUBA","LL",,"WHI","CT48074","IL","701 N. Sacramento","(773) 265-7605","7090424"
"2024-05-09T00:00:00.000","TOYT","4D",,"BLK","CW93390","IL","701 N. Sacramento","(773) 265-7605","7090423"
"2024-05-09T00:00:00.000","TOYT","4D",,"GRY","J14RHV","NJ","701 N. Sacramento","(773) 265-1846","1547396"
"2024-05-09T00:00:00.000","TOYT","4D",,"DBL","DW86512","IL","701 N. Sacramento","(773) 265-1846","1547407"
"2024-05-09T00:00:00.000","TOYT","4D",,"GRY","CS96986","IL","701 N. Sacramento","(773) 265-7605","7090402"
"2024-05-09T00:00:00.000","TOYT","4D",,"RED","EA26575","IL","701 N. Sacramento","(773) 265-7605","7090426"
"2024-05-09T00:00:00.000","TOYT","4D",,"BLU","DY86603","IL","701 N. Sacramento","(773) 265-7605","7090425"
"2024-05-09T00:00:00.000","TOYT","4D",,"BLU","BD93455","IL","701 N. Sacramento","(773) 265-1846","1547401"
"2024-05-09T00:00:00.000","TOYT","4D",,"BLK","EL17040","IL","400 E. Lower Wacker","(312) 744-7550","0302596"
"2024-05-09T00:00:00.000","TOYT","LK",,"BLU","DU55809","IL","10300 S. Doty","(773) 568-8495","2969006"
"2024-05-09T00:00:00.000","TOYT","VN",,"SIL","DZ60203","IL","701 N. Sacramento","(773) 265-7605","7090405"
"2024-05-09T00:00:00.000","VOLK","4D",,"BLK","DL95874","IL","701 N. Sacramento","(773) 265-7605","7090398"
"2024-05-09T00:00:00.000","VOLK","4D",,"BLU","AR76978","IL","701 N. Sacramento","(773) 265-7605","7090430"
"2024-05-09T00:00:00.000",,"MC",,"DBL",,,"701 N. Sacramento","(773) 265-7605","7090396"
"2024-05-09T00:00:00.000",,"UT",,"BLK",,"IL","701 N. Sacramento","(773) 265-7605","7090446"
"2024-05-08T00:00:00.000","BMW","4D",,"BLK","AX49324","IL","10300 S. Doty","(773) 568-8495","2969002"
"2024-05-08T00:00:00.000","CADI","4D",,"SIL",,"IL","10300 S. Doty","(773) 568-8495","2968987"
"2024-05-08T00:00:00.000","CHEV","4D",,"WHI","BA30723","IL","701 N. Sacramento","(773) 265-7605","7090337"
"2024-05-08T00:00:00.000","CHEV","4D",,"BLU","EA53367","IL","701 N. Sacramento","(773) 265-7605","7090353"
"2024-05-08T00:00:00.000","CHEV","4D",,"SIL","675AB140","IL","10300 S. Doty","(773) 568-8495","2968976"
"2024-05-08T00:00:00.000","CHEV","4D",,"BLU","BP56882","IL","701 N. Sacramento","(773) 265-7605","7090383"
"2024-05-08T00:00:00.000","CHEV","4D",,"BLU","CG28335","IL","10300 S. Doty","(773) 568-8495","2968979"
"2024-05-08T00:00:00.000","CHEV","LL",,"RED","CC38793","IL","10300 S. Doty","(773) 785-9752","1726319"
"2024-05-08T00:00:00.000","CHEV","PK",,"SIL","3897566B","IL","701 N. Sacramento","(773) 265-7605","7090395"
"2024-05-08T00:00:00.000","CHRY","2D",,"SIL","EE56841","IL","10300 S. Doty","(773) 568-8495","2968983"
"2024-05-08T00:00:00.000","CHRY","4D",,"GRY","DY15355","IL","701 N. Sacramento","(773) 265-7605","7090345"
"2024-05-08T00:00:00.000","DODG","4D",,"WHI","DL31375","IL","701 N. Sacramento","(773) 265-7605","7090360"
"2024-05-08T00:00:00.000","DODG","PK","DAK","SIL","007938A2","IL","701 N. Sacramento","(773) 265-7605","7090393"
"2024-05-08T00:00:00.000","FORD","4D",,"BLK","773121","IL","701 N. Sacramento","(773) 265-7605","7090372"
"2024-05-08T00:00:00.000","FORD","4D",,"BLK","P120294","IL","10300 S. Doty","(773) 785-9752","1726318"
"2024-05-08T00:00:00.000","FORD","4D",,"BLK","ED88264","IL","701 N. Sacramento","(773) 265-7605","7090346"
"2024-05-08T00:00:00.000","FORD","LL",,"BGE",,,"10300 S. Doty","(773) 568-8495","2968996"
"2024-05-08T00:00:00.000","HOND","4D",,"BLK","7634995","IL","701 N. Sacramento","(773) 265-7605","7090333"
"2024-05-08T00:00:00.000","HOND","4D",,"GRN","ER16729","IL","400 E. Lower Wacker","(312) 744-7550","0302517"
"2024-05-08T00:00:00.000","HOND","4D",,"BLU","MRX2854","TX","701 N. Sacramento","(773) 265-7605","7090375"
"2024-05-08T00:00:00.000","HOND","LL",,"SIL","3345339","IL","701 N. Sacramento","(773) 265-7605","7090365"
"2024-05-08T00:00:00.000","HOND","LL","CRV","GRY","Z511932","IL","10300 S. Doty","(773) 568-8495","2968992"
"2024-05-08T00:00:00.000","HYUN","4D",,"GRY","S481726","IL","10300 S. Doty","(773) 568-8495","2968981"
"2024-05-08T00:00:00.000","HYUN","4D",,"SIL","DN62248","IL","701 N. Sacramento","(773) 265-7605","7090343"
"2024-05-08T00:00:00.000","HYUN","4D",,"SIL","DM52094","IL","701 N. Sacramento","(773) 265-7605","7090357"
"2024-05-08T00:00:00.000","INFI","4D",,"BLK","DH54081","IL","10300 S. Doty","(773) 568-8495","2968999"
"2024-05-08T00:00:00.000","INFI","4D",,"WHI","CD40835","IL","701 N. Sacramento","(773) 265-7605","7090392"
"2024-05-08T00:00:00.000","INFI","4D",,"WHI","CW28967","IL","10300 S. Doty","(773) 568-8495","2968975"
"2024-05-08T00:00:00.000","JEEP","LL",,"TAN","EL23295","IL","701 N. Sacramento","(773) 265-7605","7090352"
"2024-05-08T00:00:00.000","JEEP","LL",,"BLK","DS85665","IL","701 N. Sacramento","(773) 265-7605","7090349"
"2024-05-08T00:00:00.000","JEEP","LL",,"BLK","DD74698","IL","10300 S. Doty","(773) 568-8495","2968982"
"2024-05-08T00:00:00.000","JEEP","SW",,"WHI","8MER167","CA","701 N. Sacramento","(773) 265-7605","7090371"
"2024-05-08T00:00:00.000","KIA","4D",,"BLK","EK22631","IL","10300 S. Doty","(773) 568-8495","2968974"
"2024-05-08T00:00:00.000","KIA","LL",,"RED","CV47165","IL","701 N. Sacramento","(773) 265-7605","7090330"
"2024-05-08T00:00:00.000","KIA","SW",,"BLU","DK79439","IL","701 N. Sacramento","(773) 265-7605","7090368"
"2024-05-08T00:00:00.000","LEXS","4D",,"BLK","DV43083","IL","400 E. Lower Wacker","(312) 744-7550","0302534"
"2024-05-08T00:00:00.000","LEXS","LL",,"WHI","P113575","IL","701 N. Sacramento","(773) 265-7605","7090378"
"2024-05-08T00:00:00.000","LEXS","LL","TK","WHI",,,"701 N. Sacramento","(773) 265-7605","7090339"
"2024-05-08T00:00:00.000","MERC","2D",,"WHI","EL35895","IL","10300 S. Doty","(773) 785-9752","1726320"
"2024-05-08T00:00:00.000","MINI","2D",,"GRY","CG51984","IL","701 N. Sacramento","(773) 265-1846","1547392"
"2024-05-08T00:00:00.000","MINI","2D",,"BLU","Z281790","IL","701 N. Sacramento","(773) 265-7605","7090358"
"2024-05-08T00:00:00.000","NISS","4D","MAX","SIL","EL16016","IL","10300 S. Doty","(773) 568-8495","2968991"
"2024-05-08T00:00:00.000","NISS","4D",,"WHI","FL788ADD","IN","701 N. Sacramento","(773) 265-7605","7090335"
"2024-05-08T00:00:00.000","NISS","4D",,"TAN","ER43406","IL","10300 S. Doty","(773) 568-8495","2968995"
"2024-05-08T00:00:00.000","NISS","4D",,"WHI","A586668","IL","701 N. Sacramento","(773) 265-7605","7090394"
"2024-05-08T00:00:00.000","NISS","LL",,"GRY","DW14353","IL","701 N. Sacramento","(773) 265-7605","7090397"
"2024-05-08T00:00:00.000","NISS","LL",,"WHI","CN27768","IL","701 N. Sacramento","(773) 265-7605","7090354"
"2024-05-08T00:00:00.000","NISS","LL",,"SIL","DJ57992","IL","10300 S. Doty","(773) 568-8495","2969001"
"2024-05-08T00:00:00.000","TOYT","4D","CAM","RED",,"IL","10300 S. Doty","(773) 568-8495","2968980"
"2024-05-08T00:00:00.000","TOYT","4D",,"BLK","CD56468","IL","701 N. Sacramento","(773) 265-7605","7090331"
"2024-05-08T00:00:00.000","TOYT","4D",,"SIL","7426179","IL","701 N. Sacramento","(773) 265-7605","7090400"
"2024-05-08T00:00:00.000","TOYT","4D",,"GRY","AAS4719","WI","701 N. Sacramento","(773) 265-7605","7090364"
"2024-05-08T00:00:00.000","TOYT","4D","CAM","GRY",,,"10300 S. Doty","(773) 568-8495","2969003"
"2024-05-08T00:00:00.000","TOYT","LL",,"GRY","EKW1105","MI","701 N. Sacramento","(773) 265-7605","7090361"
"2024-05-08T00:00:00.000","TOYT","LL",,"BLK","BZ15482","IL","701 N. Sacramento","(773) 265-7605","7090355"
"2024-05-08T00:00:00.000","TOYT","LL",,"BLU","EK92888","IL","701 N. Sacramento","(773) 265-7605","7090391"
"2024-05-08T00:00:00.000","TOYT","LL",,"BLK","EF38805","IL","701 N. Sacramento","(773) 265-7605","7090367"
"2024-05-08T00:00:00.000","VOLK","4D",,"BLK","DR52990","IL","701 N. Sacramento","(773) 265-7605","7090329"
"2024-05-08T00:00:00.000","VOLK","4D",,"SIL","DJ57034","IL","701 N. Sacramento","(773) 265-7605","7090373"
"2024-05-07T00:00:00.000","BUIC","4D",,"RED","DY35003","IL","701 N. Sacramento","(773) 265-7605","7090295"
"2024-05-07T00:00:00.000","CHEV","LL",,"WHI","DA65421","IL","701 N. Sacramento","(773) 265-1846","1547385"
"2024-05-07T00:00:00.000","CHEV","LL","TK","BLK",,,"10300 S. Doty","(773) 568-8495","2968970"
"2024-05-07T00:00:00.000","CHEV","LL","TK","RED",,,"10300 S. Doty","(773) 568-8495","2968966"
"2024-05-07T00:00:00.000","CHEV","LL","TK","BLK","EN23422","IL","10300 S. Doty","(773) 568-8495","2968949"
"2024-05-07T00:00:00.000","CHRY","VN",,"SIL",,"IL","10300 S. Doty","(773) 568-8495","2968963"
"2024-05-07T00:00:00.000","DODG","4D",,"BLK","EB95456","IL","10300 S. Doty","(773) 568-8495","2968957"
"2024-05-07T00:00:00.000","DODG","SD","CHA","RED","009799A4","IL","10300 S. Doty","(773) 568-8495","2968968"
"2024-05-07T00:00:00.000","DODG","SW",,"SIL",,"IL","701 N. Sacramento","(773) 265-7605","7090321"
"2024-05-07T00:00:00.000","FORD","2D",,"SIL","DK45526","IL","701 N. Sacramento","(773) 265-1846","1547386"
"2024-05-07T00:00:00.000","FORD","4D",,"GRY","EE14135","IL","Chicago O'hare International Airport remote lot E.","(312) 746-6350","416446"
"2024-05-07T00:00:00.000","FORD","4D",,"SIL","DK43514","IL","10300 S. Doty","(773) 785-9752","1726315"
"2024-05-07T00:00:00.000","FORD","LL",,"RED","R487549","IL","10300 S. Doty","(773) 568-8495","2968943"
"2024-05-07T00:00:00.000","GMC","LL",,"WHI","TK358NQC","IN","701 N. Sacramento","(773) 265-1846","1547383"
"2024-05-07T00:00:00.000","HOND","4D",,"TAN","DG21618","IL","10300 S. Doty","(773) 785-9752","1726314"
"2024-05-07T00:00:00.000","HOND","4D",,"GRY","N499641","IL","400 E. Lower Wacker","(312) 744-7550","0302416"
"2024-05-07T00:00:00.000","HOND","4D",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7090304"
"2024-05-07T00:00:00.000","HOND","LL","TK","GRY","BP49759","IL","701 N. Sacramento","(773) 265-7605","7090285"
"2024-05-07T00:00:00.000","HYUN","4D",,"BLK","Z538920","IL","701 N. Sacramento","(773) 265-7605","7090303"
"2024-05-07T00:00:00.000","HYUN","4D",,"GRY","E437818","IL","701 N. Sacramento","(773) 265-7605","7090316"
"2024-05-07T00:00:00.000","HYUN","4D",,"WHI","P877904","IL","10300 S. Doty","(773) 785-9752","1726310"
"2024-05-07T00:00:00.000","HYUN","LL",,"BLK","DV41882","IL","701 N. Sacramento","(773) 265-1846","1547387"
"2024-05-07T00:00:00.000","INFI","2D",,"BLU","ES27633","IL","701 N. Sacramento","(773) 265-1846","1547388"
"2024-05-07T00:00:00.000","INFI","4D",,"GRY","BM96039","IL","701 N. Sacramento","(773) 265-7605","7090289"
"2024-05-07T00:00:00.000","JEEP","LL","TK","SIL","DU80894","IL","10300 S. Doty","(773) 568-8495","2968950"
"2024-05-07T00:00:00.000","JEEP","LL","TK","SIL","BBBAD","IL","10300 S. Doty","(773) 568-8495","2968956"
"2024-05-07T00:00:00.000","JEEP","LL",,"GRY","CD20034","IL","701 N. Sacramento","(773) 265-1846","1547389"
"2024-05-07T00:00:00.000","JEEP","LL",,"BLK","BN49241","IL","701 N. Sacramento","(773) 265-1846","1547391"
"2024-05-07T00:00:00.000","KIA","4D",,"RED","CB89843","IL","701 N. Sacramento","(773) 265-7605","7090301"
"2024-05-07T00:00:00.000","KIA","LL",,"BLK","TEM910","IN","701 N. Sacramento","(773) 265-7605","7090297"
"2024-05-07T00:00:00.000","KIA","LL","TK","WHI","1A14PRR","AL","701 N. Sacramento","(773) 265-7605","7090284"
"2024-05-07T00:00:00.000","KIA","SW",,"GRN","AJU7817","WI","701 N. Sacramento","(773) 265-7605","7090320"
"2024-05-07T00:00:00.000","MAZD","2D",,"BLK","DX36290","IL","701 N. Sacramento","(773) 265-7605","7090286"
"2024-05-07T00:00:00.000","MAZD","4D",,"SIL","ZV31707","IL","Chicago O'hare International Airport remote lot E.","(312) 746-6350","416445"
"2024-05-07T00:00:00.000","MAZD","4D",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968973"
"2024-05-07T00:00:00.000","MAZD","4D",,"WHI","ED61550","IL","701 N. Sacramento","(773) 265-7605","7090293"
"2024-05-07T00:00:00.000","MAZD","LL",,"BLU","BN30744","IL","701 N. Sacramento","(773) 265-7605","7090299"
"2024-05-07T00:00:00.000","MITS","4D",,"SIL",,,"10300 S. Doty","(773) 568-8495","2968969"
"2024-05-07T00:00:00.000","NISS","4D",,"BLK","FP241133","IL","701 N. Sacramento","(773) 265-7605","7090314"
"2024-05-07T00:00:00.000","NISS","4D",,"RED","DU86914","IL","Chicago O'hare International Airport remote lot E.","(312) 746-6350","416447"
"2024-05-07T00:00:00.000","NISS","4D",,"BLK","TSK5741","VA","10300 S. Doty","(773) 568-8495","2968939"
"2024-05-07T00:00:00.000","NISS","LL",,"WHI","CU97854","IL","400 E. Lower Wacker","(312) 744-7550","0302442"
"2024-05-07T00:00:00.000","PONT","4D",,"GLD","277BXC","IN","10300 S. Doty","(773) 785-9752","1726316"
"2024-05-07T00:00:00.000","PONT","4D",,"GRY","MAA116","IA","10300 S. Doty","(773) 785-9752","1726311"
"2024-05-07T00:00:00.000","PONT","4D",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2968955"
"2024-05-07T00:00:00.000","TOYT","4D",,"TAN","DD24649","IL","701 N. Sacramento","(773) 265-7605","7090294"
"2024-05-07T00:00:00.000","TOYT","4D",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7090305"
"2024-05-07T00:00:00.000","TOYT","4D",,"BLK","CL78680","IL","701 N. Sacramento","(773) 265-7605","7090288"
"2024-05-07T00:00:00.000","VOLK","4D",,"WHI","IXEG36","FL","Chicago O'hare International Airport remote lot E.","(312) 746-6350","416448"
"2024-05-07T00:00:00.000","VOLK","LL",,"WHI","CC64464","IL","10300 S. Doty","(773) 568-8495","2968971"
"2024-05-07T00:00:00.000","VOLK","LL",,"GRY","CJ15833","IL","10300 S. Doty","(773) 568-8495","2968952"
"2024-05-07T00:00:00.000","ZCZY","LL",,"WHI",,"IL","10300 S. Doty","(773) 785-9752","1726312"
"2024-05-07T00:00:00.000","ZCZY","LL",,"WHI","138191H","IL","10300 S. Doty","(773) 785-9752","1726313"
"2024-05-07T00:00:00.000",,"BT",,"WHI",,,"10300 S. Doty","(773) 568-8495","2968965"
"2024-05-07T00:00:00.000",,"OB",,"BLU",,,"10300 S. Doty","(773) 568-8495","2968964"
"2024-05-06T00:00:00.000","ACUR","LL","TK","BLK",,"IL","701 N. Sacramento","(773) 265-7605","7090227"
"2024-05-06T00:00:00.000","ACUR","LL",,"DBL","CY28597","IL","701 N. Sacramento","(773) 265-7605","7090222"
"2024-05-06T00:00:00.000","BMW","4D",,"BLK","ED38659","IL","400 E. Lower Wacker","(312) 744-7550","0302375"
"2024-05-06T00:00:00.000","BMW","LL",,"WHI","EB16973","IL","10300 S. Doty","(773) 568-8495","2968905"
"2024-05-06T00:00:00.000","BUIC","LL",,"BLK",,"IL","701 N. Sacramento","(773) 265-1846","1547371"
"2024-05-06T00:00:00.000","BUIC","VN","TK","WHI","345YEZ","WI","10300 S. Doty","(773) 568-8495","2968914"
"2024-05-06T00:00:00.000","CADI","4D",,"BLK","AV50014","IL","701 N. Sacramento","(773) 265-7605","7090254"
"2024-05-06T00:00:00.000","CHEV","4D","IMP","BLU",,"IL","10300 S. Doty","(773) 568-8495","2968930"
"2024-05-06T00:00:00.000","CHEV","4D",,"GRY",,"IL","701 N. Sacramento","(773) 265-1846","1547370"
"2024-05-06T00:00:00.000","CHEV","4D",,"BLK","DB35225","IL","10300 S. Doty","(773) 568-8495","2968904"
"2024-05-06T00:00:00.000","CHEV","4D",,"TAN","EM87000","IL","701 N. Sacramento","(773) 265-7605","7090234"
"2024-05-06T00:00:00.000","CHEV","4D",,"RED","ZX78746","IL","701 N. Sacramento","(773) 265-7605","7090282"
"2024-05-06T00:00:00.000","CHEV","4D",,"BLK","JSE3116","OH","10300 S. Doty","(773) 568-8495","2968924"
"2024-05-06T00:00:00.000","CHEV","4D",,"BRO",,"IL","701 N. Sacramento","(773) 265-1846","1547372"
"2024-05-06T00:00:00.000","CHEV","4D",,"PLE",,,"10300 S. Doty","(773) 568-8495","2968885"
"2024-05-06T00:00:00.000","CHEV","4D",,"WHI","EA83995","IL","701 N. Sacramento","(773) 265-1846","1547373"
"2024-05-06T00:00:00.000","CHEV","LL",,"BLU","EL19629","IL","400 E. Lower Wacker","(312) 744-7550","0302366"
"2024-05-06T00:00:00.000","CHEV","LL","TK","SIL","DF77037","IL","10300 S. Doty","(773) 568-8495","2968917"
"2024-05-06T00:00:00.000","CHEV","VN",,"BLK","007357A2","IL","10300 S. Doty","(773) 568-8495","2968899"
"2024-05-06T00:00:00.000","CHRY","4D",,"GRY","DL20325","IL","701 N. Sacramento","(773) 265-1846","1547381"
"2024-05-06T00:00:00.000","CHRY","4D",,"MAR",,"IL","10300 S. Doty","(773) 568-8495","2968912"
"2024-05-06T00:00:00.000","CHRY","VN",,"BLU","EG89041","IL","10300 S. Doty","(773) 785-9752","1726309"
"2024-05-06T00:00:00.000","DODG","2D",,"BLU","DY76669","IL","10300 S. Doty","(773) 568-8495","2968910"
"2024-05-06T00:00:00.000","DODG","4D",,"GRY","A5H130","KY","701 N. Sacramento","(773) 265-7605","7090218"
"2024-05-06T00:00:00.000","DODG","4D",,"GRY",,,"701 N. Sacramento","(773) 265-7605","7090281"
"2024-05-06T00:00:00.000","DODG","LL",,"GRY","ER51661","IL","10300 S. Doty","(773) 568-8495","2968896"
"2024-05-06T00:00:00.000","DODG","LL","TK","RED","760AB972","IL","10300 S. Doty","(773) 568-8495","2968911"
"2024-05-06T00:00:00.000","DODG","LL",,"GRY","EA89722","IL","10300 S. Doty","(773) 568-8495","2968915"
"2024-05-06T00:00:00.000","DODG","VN",,"SIL","EB94437","IL","701 N. Sacramento","(773) 265-1846","1547382"
"2024-05-06T00:00:00.000","FORD","4D","FOC","GRY","875NFT","OR","10300 S. Doty","(773) 568-8495","2968934"
