table,description
2dn2-x66j,growth_sat_grade_11_school_lbl: The growth_sat_grade_11_school_lbl column represents the label or description of the growth in SAT scores for grade 11 students at the school.
2dn2-x66j,attainment_psat_grade_9_school_pct: The attainment_psat_grade_9_school_pct column represents the percentage of students at the school who have attained a certain level of proficiency on the PSAT (Preliminary SAT) test in Grade 9.
2dn2-x66j,attainment_psat_grade_9_school_lbl: The attainment_psat_grade_9_school_lbl column represents a label describing the attainment percentage of students in grade 9 on the PSAT test at the school level.
2dn2-x66j,attainment_psat_grade_10_school_pct: The attainment_psat_grade_10_school_pct column represents the percentage of students at the school who have attained a certain level of proficiency on the PSAT (Preliminary SAT) test in Grade 10.
2dn2-x66j,attainment_psat_grade_10_school_lbl: The attainment_psat_grade_10_school_lbl column represents the label or description of the attainment percentage of students in grade 10 on the PSAT test at the school level.
2dn2-x66j,attainment_sat_grade_11_school_pct: The attainment_sat_grade_11_school_pct column represents the percentage of students at the school who have attained a certain level of proficiency on the SAT test in grade 11.
2dn2-x66j,attainment_sat_grade_11_school_lbl: The attainment_sat_grade_11_school_lbl column represents the label or description of the attainment percentage of students in grade 11 on the SAT test at the school level.
2dn2-x66j,"attainment_all_grades_school_pct: The attainment_all_grades_school_pct column represents the percentage of students at the school who have attained a certain level of proficiency in all grades, as measured by a standardized test."
2dn2-x66j,attainment_all_grades_school_lbl: The attainment_all_grades_school_lbl column represents a label or description of the attainment percentage for all grades at the school.
2dn2-x66j,growth_psat_math_grade_10_school_pct: The growth_psat_math_grade_10_school_pct column represents the percentage of students in grade 10 who showed growth in math on the PSAT test.
2dn2-x66j,growth_psat_math_grade_10_school_lbl: The growth_psat_math_grade_10_school_lbl column represents the label or description of the growth in PSAT math scores for grade 10 students at the school.
2dn2-x66j,growth_sat_reading_grade_11_school_pct: The growth_sat_reading_grade_11_school_pct column represents the percentage of students in grade 11 who showed growth in reading skills based on the SAT test results.
2dn2-x66j,growth_sat_reading_grade_11_school_lbl: The growth_sat_reading_grade_11_school_lbl column represents the label or description of the growth in SAT reading scores for grade 11 students at the school.
2dn2-x66j,growth_sat_math_grade_11_school_pct: The growth_sat_math_grade_11_school_pct column represents the percentage of students in grade 11 who showed growth in math on the SAT test.
2dn2-x66j,growth_sat_math_grade_11_school_lbl: The growth_sat_math_grade_11_school_lbl column represents the label or description of the growth in SAT math scores for grade 11 students at the school.
2eqz-3nvz,year: The year column represents the year in which the lobbying activity took place.
2eqz-3nvz,lobbyist_id: The lobbyist_id column represents a unique identifier for each lobbyist in the table.
2eqz-3nvz,employer_id: The employer_id column represents a unique identifier for the employer of a lobbyist.
2eqz-3nvz,client_id: The client_id column represents a unique identifier for each client that a lobbyist is working with.
2eqz-3nvz,"lobbyist_salutation: The lobbyist_salutation column represents the salutation or title used to address the lobbyist, such as ""The Honorable"", ""Mr."", ""Ms."", ""Mrs."", ""Dr."", etc."
2eqz-3nvz,lobbyist_first_name: The lobbyist_first_name column represents the first name of the lobbyist.
2eqz-3nvz,lobbyist_middle_initial: The lobbyist_middle_initial column represents the middle initial of the lobbyist's first name.
2eqz-3nvz,lobbyist_last_name: The lobbyist_last_name column represents the last name of the lobbyist.
2eqz-3nvz,"lobbyist_suffix: The lobbyist_suffix column represents the suffix of the lobbyist's name, such as Jr., Sr., III, etc."
2eqz-3nvz,employer_name: The employer_name column represents the name of the organization or entity that employs the lobbyist.
2eqz-3nvz,client_name: The client_name column represents the name of the client or organization that the lobbyist is representing or working with.
2et2-5aw3,"pharmacy name: The pharmacy name column represents the name of the pharmacy, which is a unique identifier for each pharmacy in the table."
2et2-5aw3,"address: The address column represents the physical location of the pharmacy, including the street name, number, and any additional information necessary to identify the exact location."
2et2-5aw3,city: The city column represents the city where the pharmacy is located.
2et2-5aw3,state: The state column represents the two-letter abbreviation of the state in the United States where the pharmacy is located.
2et2-5aw3,zip: The zip column represents the postal zip code of the pharmacy's location.
2et2-5aw3,"hours: The hours column likely represents the operating hours of each pharmacy, specifying the times during which the pharmacy is open for business."
2et2-5aw3,"24h store?: The 24h store? column represents a boolean value indicating whether the pharmacy is open 24 hours a day, 7 days a week."
2et2-5aw3,"status: The status column likely represents the current operational status of the pharmacy, which could be one of the following:

* Open: The pharmacy is currently open for business.
* Closed: The pharmacy is currently closed, and may provide additional information in the ""if closed, reopening comments (if known)"" column.
* Other possible values: Pending, Under Construction, Permanently Closed, etc.

This is a general interpretation, and the actual meaning of the status column may vary depending on the specific use case or dataset."
2et2-5aw3,"if closed, reopening comments (if known): The ""if closed, reopening comments (if known)"" column represents a text field that contains comments or information about the reason for a pharmacy's closure and any known details about when it will reopen, if applicable."
2et2-5aw3,"new georeferenced column: The new georeferenced column likely represents the geographic coordinates (latitude and longitude) of each pharmacy's location, allowing for spatial analysis and mapping of the pharmacies."
2ft4-4uik,"lobbyist last name: The ""lobbyist last name"" column represents the surname or family name of a registered lobbyist."
2ft4-4uik,"lobbyist first name: The ""lobbyist first name"" column represents the first name of a registered lobbyist."
2ft4-4uik,lobbyist address: The lobbyist address column represents the physical address of the lobbyist.
2ft4-4uik,lobbyist city: The lobbyist city column represents the city where the lobbyist is located or resides.
2ft4-4uik,lobbyist zip: The lobbyist zip column represents the postal zip code of the lobbyist's address.
2ft4-4uik,registered employers names: The registered employers names column represents the names of the organizations or companies that have employed the lobbyists listed in the table.
2ft4-4uik,"lobbying clients names: The ""lobbying clients names"" column represents the names of the organizations, companies, or individuals that the lobbyists are representing or advocating for in their lobbying activities."
2g5r-pikx,"lobbyist  last name: The ""lobbyist last name"" column represents the surname of the individual lobbyist."
2g5r-pikx,"lobbyist  first name: The ""lobbyist  first name"" column represents the first name of the lobbyist."
2g5r-pikx,lobbyist middle initial: The lobbyist middle initial column represents the middle initial of the first name of the lobbyist.
2g5r-pikx,agency name: The agency name column represents the name of the government agency or organization that the lobbyist is representing or working with.
2g5r-pikx,admin action: The admin action column represents the administrative action taken by the agency in response to the lobbyist's request or activity.
2g5r-pikx,"legislative action: The legislative action column represents the specific legislative action taken or sought by the lobbyist, such as a bill introduced, a vote taken, or a hearing held."
2g5r-pikx,"action sought: The ""action sought"" column represents the specific action or outcome that the lobbyist is seeking from the government agency or legislative body, as a result of their efforts and interactions with the agency or legislative body."
2g5r-pikx,client name: The client name column represents the name of the organization or individual that the lobbyist is representing or advocating for.
2i3t-vn5b,"school_id: The school_id column represents a unique identifier for each school in the table, likely a primary key that distinguishes one school from another."
2i3t-vn5b,short_name: The short_name column represents a brief or abbreviated name for the school.
2i3t-vn5b,"long_name: The long_name column represents the full, official name of the school."
2i3t-vn5b,"school_type: The school_type column represents the type of school, such as public, private, charter, etc."
2i3t-vn5b,"primary_category: The primary_category column represents the primary category or type of school, such as ""Public"", ""Private"", ""Charter"", etc."
2i3t-vn5b,address: The address column represents the physical address of the school.
2i3t-vn5b,city: The city column represents the city where the school is located.
2i3t-vn5b,state: The state column represents the two-letter abbreviation of the state where the school is located.
2i3t-vn5b,zip: The zip column represents the postal zip code of the school's location.
2i3t-vn5b,phone: The phone column represents the phone number of the school.
2i3t-vn5b,fax: The fax column represents the fax number of the school.
2i3t-vn5b,"cps_school_profile: The cps_school_profile column likely represents a brief summary or overview of the school's profile, as provided by the Chicago Public Schools (CPS) organization. This could include information such as the school's mission, values, or unique features, but the exact content is not specified."
2i3t-vn5b,website: The website column represents the official website URL of the school.
2i3t-vn5b,"program_type: The program_type column represents the type of program offered by the school, such as undergraduate, graduate, online, etc."
2i3t-vn5b,"application_requirements: The application_requirements column represents the specific requirements that a school has for its application process, such as test scores, GPA, letters of recommendation, etc."
2i3t-vn5b,program_selections: The program_selections column represents a list of program selections or options offered by the school.
2i3t-vn5b,"subprograms: The subprograms column represents a list of sub-programs or specializations offered by the school, in addition to its main program type."
2i3t-vn5b,"how_to_apply: The ""how_to_apply"" column represents a text description of the process or steps that a prospective student or applicant needs to follow to apply to the school or program."
2i3t-vn5b,deadline: The deadline column represents the application deadline for the school's programs.
2i3t-vn5b,school_latitude: The school_latitude column represents the latitude coordinate of the school's location.
2i3t-vn5b,school_longitude: The school_longitude column represents the longitude coordinate of the school's location.
2i3t-vn5b,"location: The location column represents a free-text description of the school's location, which may include information such as the school's neighborhood, campus, or surrounding area."
2i5w-ykuw,"trip id: The ""trip id"" column represents a unique identifier for each trip, likely a unique identifier assigned to each individual trip taken by a vendor."
2i5w-ykuw,start time: The start time column represents the time at which a trip began.
2i5w-ykuw,end time: The end time column represents the time at which a trip ended.
2i5w-ykuw,"trip distance: The trip distance column represents the total distance traveled by a trip, likely measured in units such as miles or kilometers."
2i5w-ykuw,"trip duration: The trip duration column represents the length of time a trip took from start to finish, likely measured in minutes or seconds."
2i5w-ykuw,"vendor: The vendor column represents the company or organization that provided the trip data, likely a transportation service provider such as a taxi company, ride-hailing service, or public transportation agency."
2i5w-ykuw,start community area number: The start community area number column represents the numerical identifier of the community area where the trip starts.
2i5w-ykuw,end community area number: The end community area number column represents the numerical identifier of the community area where the trip ends.
2i5w-ykuw,start community area name: The start community area name column represents the name of the community area where the trip started.
2i5w-ykuw,end community area name: The end community area name column represents the name of the community area where the trip ended.
2i5w-ykuw,"start centroid latitude: The start centroid latitude column represents the latitude coordinate of the starting point of a trip, measured in decimal degrees."
2i5w-ykuw,"start centroid longitude: The start centroid longitude column represents the longitude coordinate of the starting point of a trip, measured in decimal degrees."
2i5w-ykuw,"start centroid location: The start centroid location column represents the geographic location of the starting point of a trip, in a format that is likely a combination of latitude and longitude coordinates."
2i5w-ykuw,end centroid latitude: The end centroid latitude column represents the latitude coordinate of the centroid location of the end community area of a trip.
2i5w-ykuw,"end centroid longitude: The end centroid longitude column represents the longitude coordinate of the end point of a trip, measured in decimal degrees."
2i5w-ykuw,"end centroid location: The end centroid location column represents the geographic location of the end point of a trip, typically represented as a text string that includes the latitude and longitude coordinates of the location."
2ivx-z93u,"dna test id: The ""dna test id"" column represents a unique identifier for each DNA test or sample being analyzed."
2ivx-z93u,"dna sample timestamp: The ""dna sample timestamp"" column represents the timestamp when the DNA sample was taken."
2ivx-z93u,beach: The beach column likely represents the name or identifier of the beach where the DNA sample was collected.
2ivx-z93u,"dna sample 1 reading: The ""dna sample 1 reading"" column represents the measurement or reading of the DNA sample taken from the first sample or location."
2ivx-z93u,"dna sample 2 reading: The ""dna sample 2 reading"" column represents the second DNA reading taken from a sample."
2ivx-z93u,"dna reading mean: The ""dna reading mean"" column represents the average value of the DNA readings from the two samples (dna sample 1 reading and dna sample 2 reading)."
2ivx-z93u,"culture test id: The culture test id column represents a unique identifier for a culture test sample, likely corresponding to a specific sample of a biological material (e.g., bacteria, virus) that has been tested for its DNA."
2ivx-z93u,culture sample 1 timestamp: The culture sample 1 timestamp column represents the timestamp when the first culture sample was taken.
2ivx-z93u,culture sample 1 reading: The culture sample 1 reading column represents the measurement or result of the first DNA sample taken from a culture test.
2ivx-z93u,"culture sample 2 reading: The culture sample 2 reading column represents the second reading taken from a culture sample, likely a measurement of the DNA concentration or quality."
2ivx-z93u,culture reading mean: The culture reading mean column represents the average value of the DNA readings from the culture sample.
2ivx-z93u,"culture note: Based on the column name and the context of the table, it appears that the ""culture note"" column represents a free-text field where a note or comment can be added about the culture test result. This could include information such as the presence or absence of certain bacteria, viruses, or other microorganisms, or any other relevant observations or findings related to the culture test."
2ivx-z93u,culture sample interval: The culture sample interval column represents the time interval between the culture sample 1 timestamp and culture sample 2 timestamp.
2ivx-z93u,culture sample 2 timestamp: The culture sample 2 timestamp column represents the timestamp when the second culture sample was taken.
2ivx-z93u,"latitude: The latitude column represents the geographic latitude of a location, measured in degrees, minutes, and seconds, or decimal degrees."
2ivx-z93u,"longitude: The longitude column represents the geographic longitude of a location, which is a measure of the distance east or west of the Prime Meridian, ranging from -180° to 180°."
2ivx-z93u,location: The location column represents the geographic coordinates (latitude and longitude) of the sample collection site.
2kfw-zvte,"trip id: The ""trip id"" column represents a unique identifier for each trip, likely a unique identifier for each individual trip taken by a person or vehicle."
2kfw-zvte,start time: The start time column represents the time at which a trip or journey began.
2kfw-zvte,end time: The end time column represents the time at which a trip ended.
2kfw-zvte,"trip distance: The trip distance column represents the total distance traveled during a trip, likely measured in units such as miles or kilometers."
2kfw-zvte,"trip duration: The trip duration column represents the length of time it took to complete a trip, measured in units of time (e.g. seconds, minutes, hours, etc.)."
2kfw-zvte,"accuracy: The accuracy column likely represents the level of precision or reliability of the trip data, such as the accuracy of the GPS coordinates, the estimated distance or duration of the trip, or the confidence in the start and end points of the trip."
2kfw-zvte,start census tract: The start census tract column represents the census tract where the trip started.
2kfw-zvte,end census tract: The end census tract column represents the census tract where the trip ended.
2kfw-zvte,start community area number: The start community area number column represents the numerical identifier of the community area where the trip started.
2kfw-zvte,end community area number: The end community area number column represents the numerical identifier of the community area where the trip ends.
2kfw-zvte,start community area name: The start community area name column represents the name of the community area where the trip started.
2kfw-zvte,end community area name: The end community area name column represents the name of the community area where the trip ended.
2kfw-zvte,"start centroid latitude: The start centroid latitude column represents the latitude coordinate of the starting point of a trip, measured in decimal degrees."
2kfw-zvte,"start centroid longitude: The start centroid longitude column represents the longitudinal coordinate (i.e., the east-west position) of the starting point of a trip, measured in decimal degrees."
2kfw-zvte,"start centroid location: The start centroid location column represents the geographic location of the starting point of a trip, represented as a text value."
2kfw-zvte,end centroid latitude: The end centroid latitude column represents the latitude coordinate of the centroid location of the end point of a trip.
2kfw-zvte,end centroid longitude: The end centroid longitude column represents the longitude coordinate of the centroid location of the end point of a trip.
2kfw-zvte,"end centroid location: The end centroid location column represents the geographic location of the end point of a trip, typically represented as a text string that includes the address, intersection, or landmark information."
2m8w-izji,"school id: The school id column represents a unique identifier for each school in the dataset, likely used to distinguish and track information about each school."
2m8w-izji,"name of school: The ""name of school"" column represents the name of each school in the dataset, which is a unique identifier for each school."
2m8w-izji,"street address: The street address column represents the physical address of the school, including the street name, house number, and any additional information necessary to locate the school."
2m8w-izji,city: The city column represents the city where the school is located.
2m8w-izji,state: The state column represents the state where the school is located.
2m8w-izji,"zip code: The zip code column represents a five-digit postal code used to identify a specific geographic area, typically a group of streets or a neighborhood, within a city or town."
2m8w-izji,"phone number: The phone number column represents the contact phone number of the school, which can be used for communication, inquiries, or other purposes."
2m8w-izji,"website: The website column represents the official website of the school, likely containing information about the school's programs, policies, faculty, and other relevant details."
2m8w-izji,"blue ribbon award: The Blue Ribbon Award column represents a recognition given to schools by the U.S. Department of Education's Blue Ribbon Schools Program, which honors public and private schools that have achieved high levels of academic excellence or made significant progress in closing the achievement gap."
2m8w-izji,"cps performance policy level: The CPS Performance Policy Level column represents the level of performance of a school according to the Chicago Public Schools (CPS) performance policy. The policy is used to evaluate school performance and determine the level of support and intervention needed. The levels are typically categorized as Level 1 (exceeds expectations), Level 2 (meets expectations), Level 3 (needs improvement), and Level 4 (requires intervention)."
2m8w-izji,"cps performance policy status: The CPS Performance Policy Status column represents the current status of a school's performance under the Chicago Public Schools (CPS) Performance Policy. This policy is used to evaluate school performance and determine whether a school is meeting its academic goals. The status can be one of several levels, such as ""Level 1: Commendable"", ""Level 2: Warning"", ""Level 3: Intensive Support"", or ""Level 4: Turnaround"", indicating the school's level of performance and the level of support or intervention it may require."
2m8w-izji,"probation length: The ""probation length"" column represents the length of time a school was on probation, likely due to poor performance or other issues."
2m8w-izji,"my voice, my school overall rating: The ""my voice, my school overall rating"" column represents the overall rating given by students, parents, and teachers in a survey conducted by the school, as part of the ""My Voice, My School"" program. This rating is likely a subjective measure of the school's overall quality and satisfaction, based on the respondents' experiences and perceptions."
2m8w-izji,"student response rate: The student response rate column represents the percentage of students who responded to a survey or evaluation, likely related to their school experience or satisfaction."
2m8w-izji,"teacher response rate: The teacher response rate column represents the percentage of teachers at a school who responded to a survey or evaluation, likely related to school climate, instructional practices, or other aspects of teaching and learning."
2m8w-izji,"involved family: The ""involved family"" column represents the level of parental involvement and engagement at the school, likely measured through surveys, feedback, or other means."
2m8w-izji,"supportive environment: The ""supportive environment"" column represents the extent to which the school provides a supportive and nurturing environment for its students, likely measured through surveys, assessments, or other evaluations."
2m8w-izji,"ambitious instruction: The ""ambitious instruction"" column represents the extent to which the school provides challenging and rigorous instruction to its students, with higher values indicating a greater emphasis on ambitious instruction."
2m8w-izji,"effective leaders: The ""effective leaders"" column represents a measure of the effectiveness of the school's leaders, likely referring to the principal or other administrative staff, in terms of their ability to lead and manage the school."
2m8w-izji,"collaborative teachers: The ""collaborative teachers"" column represents the extent to which teachers at the school collaborate with each other."
2m8w-izji,"safe: The ""safe"" column represents the safety of the school, with a value that indicates the level of safety at the school."
2m8w-izji,"school community: The ""school community"" column represents a measure of the overall sense of community and social environment at the school, likely based on student, teacher, and parent perceptions or surveys."
2m8w-izji,"parent-teacher partnership: The ""parent-teacher partnership"" column represents the extent to which parents and teachers work together to support student learning and well-being."
2m8w-izji,"quality of facilities: The ""quality of facilities"" column represents a subjective assessment of the physical condition and amenities of the school's facilities, such as classrooms, playgrounds, libraries, and other infrastructure."
2m8w-izji,"healthy schools certification: The ""Healthy Schools Certification"" column represents a certification or recognition that the school has received for promoting healthy environments, policies, and practices."
2m8w-izji,creative schools certification: The creative schools certification column represents a certification or recognition that a school has received for its creative programs or initiatives.
2m8w-izji,nwea reading growth percentile all grades: The nwea reading growth percentile all grades column represents the percentage of students in the same grade level who scored at or below the school's average reading growth percentile for all grades.
2m8w-izji,"nwea reading growth percentile grade 3: The nwea reading growth percentile grade 3 column represents the percentage of students in the same grade level (Grade 3) who scored at or below the student's reading score, based on the Northwest Evaluation Association (NWEA) assessment. This metric measures the student's reading growth and progress over time, with a higher percentile indicating stronger reading skills."
2m8w-izji,"nwea reading growth percentile grade 4: The nwea reading growth percentile grade 4 column represents the percentage of students in the same grade level (grade 4) who scored at or below the student's reading score, based on the Northwest Evaluation Association (NWEA) assessment. This metric measures the student's reading growth and progress over time."
2m8w-izji,"nwea reading growth percentile grade 5: The nwea reading growth percentile grade 5 column represents the percentage of students in the 5th grade who scored at or below a given student's reading score, based on the Northwest Evaluation Association (NWEA) assessment. This metric measures the student's reading growth and progress compared to their peers."
2m8w-izji,"nwea reading growth percentile grade 6: The nwea reading growth percentile grade 6 column represents the percentage of students in grade 6 who scored at or below a given student's reading score, based on the Northwest Evaluation Association (NWEA) assessment. This metric measures the student's reading growth and progress over time, with a higher percentile indicating stronger reading skills."
2m8w-izji,"nwea reading growth percentile grade 7: The nwea reading growth percentile grade 7 column represents the percentage of students in the 7th grade who scored at or below a given student's reading score, based on the Northwest Evaluation Association (NWEA) assessment. This metric measures the student's reading growth and progress over time, with a higher percentile indicating stronger reading skills."
2m8w-izji,"nwea reading growth percentile grade 8: The nwea reading growth percentile grade 8 column represents the percentage of students in the 8th grade who scored at or below a particular student's reading score, based on the Northwest Evaluation Association (NWEA) assessment. This column measures the student's reading growth and progress from one year to the next, with a higher percentile indicating stronger reading skills."
2m8w-izji,"nwea math growth all grades: The nwea math growth all grades column represents the NWEA (Northwest Evaluation Association) math growth percentile for all grades at the school. It measures the growth of students in math from one testing period to another, with a percentile score indicating how well the school's students performed compared to a national sample of students."
2m8w-izji,"nwea math growth grade 3: The nwea math growth grade 3 column represents the NWEA (Northwest Evaluation Association) math growth percentile for students in Grade 3. The NWEA growth percentile measures the growth of students in math skills over time, with a score of 1 being the 1st percentile and 99 being the 99th percentile."
2m8w-izji,"nwea math growth grade 4: The nwea math growth grade 4 column represents the NWEA (Northwest Evaluation Association) math growth percentile for students in Grade 4. The NWEA growth percentile measures the growth of students in math skills over time, with a score of 1-99 indicating the percentage of students who scored below the student's score."
2m8w-izji,"nwea math growth grade 5: The nwea math growth grade 5 column represents the NWEA (Northwest Evaluation Association) math growth percentile for students in Grade 5. The NWEA growth percentile measures the growth of students in math skills over time, with a score of 50 being the national average and scores above 50 indicating above-average growth."
2m8w-izji,"nwea math growth grade 6: The nwea math growth grade 6 column represents the NWEA (Northwest Evaluation Association) math growth percentile for students in grade 6. The NWEA growth percentile measures the growth of students in math skills over time, with a score of 50 being the national average and scores above 50 indicating above-average growth."
2m8w-izji,"nwea math growth grade 7: The nwea math growth grade 7 column represents the NWEA (Northwest Evaluation Association) math growth percentile for students in Grade 7. The NWEA growth percentile measures the growth of students in math skills over time, with a score of 1-99 indicating the percentage of students who scored below the student, and a score of 100 indicating the student's score is at the national average."
2m8w-izji,"nwea math growth grade 8: The nwea math growth grade 8 column represents the NWEA (Northwest Evaluation Association) math growth percentile for students in Grade 8. The NWEA growth percentile measures the growth of students in math skills over time, with a score of 1 being the 1st percentile and 99 being the 99th percentile."
2m8w-izji,"nwea reading attainment percentile all grades: The nwea reading attainment percentile all grades column represents the percentage of students in the national sample who scored at or below a given student's reading score, based on the Northwest Evaluation Association (NWEA) assessment. This column provides a measure of a student's reading achievement relative to their peers across the country."
2m8w-izji,"nwea reading attainment percentile grade 2: The nwea reading attainment percentile grade 2 column represents the percentage of students in the United States who scored at or below a given student's reading score in grade 2, as measured by the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,"nwea reading attainment percentile grade 3: The nwea reading attainment percentile grade 3 column represents the percentage of students in the same grade level (Grade 3) who scored at or below the student's reading score, based on the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,"nwea reading attainment percentile grade 4: The nwea reading attainment percentile grade 4 column represents the percentage of students in the same grade level (grade 4) who scored at or below the student's reading score, based on the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,"nwea reading attainment percentile grade 5: The nwea reading attainment percentile grade 5 column represents the percentage of students in the same grade level (in this case, Grade 5) who scored at or below the student's reading score on the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,"nwea reading attainment percentile grade 6: The nwea reading attainment percentile grade 6 column represents the percentage of students in the 6th grade who scored at or below a particular reading level, as measured by the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,"nwea reading attainment percentile grade 7: The nwea reading attainment percentile grade 7 column represents the percentage of students in the same grade level (in this case, Grade 7) who scored at or below a particular student's reading score, as measured by the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,"nwea reading attainment percentile grade 8: The nwea reading attainment percentile grade 8 column represents the percentage of students in the same grade level (grade 8) who scored at or below the student's reading score, based on the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,"nwea math attainment percentile all grades: The nwea math attainment percentile all grades column represents the percentage of students in the same grade level who scored at or below the student's math score, based on the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,"nwea math attainment percentile grade 2: The nwea math attainment percentile grade 2 column represents the percentage of students in the United States who scored at or below a given student's math score in grade 2, as measured by the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,nwea math attainment percentile grade 3: The nwea math attainment percentile grade 3 column represents the percentage of students in the United States who scored at or below a given student's math score on the NWEA MAP (Measures of Academic Progress) test in Grade 3.
2m8w-izji,nwea math attainment percentile grade 4: The nwea math attainment percentile grade 4 column represents the percentage of students in the United States who scored at or below a given student's math score on the NWEA MAP (Measures of Academic Progress) test in grade 4.
2m8w-izji,"nwea math attainment percentile grade 5: The nwea math attainment percentile grade 5 column represents the percentage of students in the United States who scored at or below a given student's math score in grade 5, as measured by the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,nwea math attainment percentile grade 6: The nwea math attainment percentile grade 6 column represents the percentage of students in the 6th grade who scored at or below a particular student's math score on the Northwest Evaluation Association (NWEA) assessment.
2m8w-izji,"nwea math attainment percentile grade 7: The nwea math attainment percentile grade 7 column represents the percentage of students in the United States who scored at or below a given student's math score in grade 7, as measured by the Northwest Evaluation Association (NWEA) assessment."
2m8w-izji,"nwea math attainment percentile grade 8: The nwea math attainment percentile grade 8 column represents the percentage of students in the United States who scored at or below a given student's math score on the Northwest Evaluation Association (NWEA) assessment, specifically for 8th grade students."
2m8w-izji,"epas growth percentile: The EPAS growth percentile column represents the percentage of students who scored at or below a particular student's growth percentile on the End of Course (EOC) exams in English, Algebra, and Biology."
2m8w-izji,"explore growth percentile grade 9: The ""Explore Growth Percentile Grade 9"" column represents the percentage of students in Grade 9 who have shown growth in their Explore test scores, which is a standardized assessment used to measure student progress in reading and mathematics."
2m8w-izji,"plan growth percentile grade 10: The plan growth percentile grade 10 column represents the growth percentile of students in grade 10 based on the PLAN assessment, which is a college readiness assessment."
2m8w-izji,"act growth percentile grade 11: The ""act growth percentile grade 11"" column represents the percentage of students in grade 11 who have made growth in their ACT scores compared to their peers."
2m8w-izji,"epas attainment percentile: The EPAS Attainment Percentile column represents the percentage of students at a given school who have achieved a certain level of proficiency in English Language Arts (ELA) and Mathematics, as measured by the Illinois State Board of Education's (ISBE) English Language Arts and Mathematics Assessment (EPAS)."
2m8w-izji,"explore attainment percentile grade 9: The ""explore attainment percentile grade 9"" column represents the percentage of students in Grade 9 who have achieved a certain level of academic attainment, as measured by the Explore test, compared to their peers nationally."
2m8w-izji,"plan attainment percentile grade 10: The ""plan attainment percentile grade 10"" column represents the percentage of students in grade 10 who have met or exceeded their individual growth targets on the PLAN assessment, a college readiness assessment."
2m8w-izji,"grade act attainment percentile grade 11: The ""grade act attainment percentile grade 11"" column represents the percentage of students in grade 11 who have achieved a certain level of proficiency on the ACT exam, relative to all students who took the exam."
2m8w-izji,"explore spring 2013 average grade 9: The ""explore spring 2013 average grade 9"" column represents the average score of students in Grade 9 who took the Explore exam in the spring of 2013."
2m8w-izji,"explore spring 2013 average grade 10: The ""explore spring 2013 average grade 10"" column represents the average score of students in Grade 10 who took the Explore exam in the spring of 2013."
2m8w-izji,"explore fall 2011 average grade 9: The ""explore fall 2011 average grade 9"" column represents the average score of students in Grade 9 who took the Explore exam in the Fall of 2011."
2m8w-izji,"plan fall 2012 average grade 10: The ""plan fall 2012 average grade 10"" column represents the average grade 10 student performance in the Plan exam, taken in the fall of 2012."
2m8w-izji,"act spring 2013 average grade 11: The ""act spring 2013 average grade 11"" column represents the average ACT score for students in grade 11 who took the ACT test in the spring of 2013."
2m8w-izji,freshmen-on-track rate percentage 2013: The freshmen-on-track rate percentage 2013 column represents the percentage of freshmen students who were on track to graduate in 2013.
2m8w-izji,freshmen-on-track rate percentage 2012: The freshmen-on-track rate percentage 2012 column represents the percentage of freshmen students who were on track to graduate in 2012.
2m8w-izji,4-year graduation rate percentage 2013: The 4-year graduation rate percentage 2013 column represents the percentage of students who graduated from high school within 4 years of starting 9th grade in the 2013 academic year.
2m8w-izji,4-year graduation rate percentage 2012: The 4-year graduation rate percentage 2012 column represents the percentage of students who graduated from the school within 4 years of starting high school in the 2012 academic year.
2m8w-izji,5-year graduation rate percentage 2013: The 5-year graduation rate percentage 2013 column represents the percentage of students who graduated from high school within 5 years of starting 9th grade in 2013.
2m8w-izji,5-year graduation rate percentage 2012: The 5-year graduation rate percentage 2012 column represents the percentage of students who graduated from the school within 5 years of starting high school in 2012.
2m8w-izji,college enrollment rate percentage 2013: The college enrollment rate percentage 2013 column represents the percentage of students who enrolled in college after graduating from high school in 2013.
2m8w-izji,college enrollment rate percentage 2012: The college enrollment rate percentage 2012 column represents the percentage of students who enrolled in college after graduating from high school in 2012.
2m8w-izji,"college persistence rate percentage 2013: The college persistence rate percentage 2013 column represents the percentage of students who persisted in college or higher education from one year to the next, specifically from 2012 to 2013."
2m8w-izji,"college persistence rate percentage 2012: The college persistence rate percentage 2012 column represents the percentage of students who persisted in college or higher education from one year to the next, as of 2012."
2m8w-izji,"suspensions per 100 2013: The ""suspensions per 100 2013"" column represents the number of suspensions per 100 students in the 2013 school year."
2m8w-izji,"suspensions per 100 2012: The ""suspensions per 100 2012"" column represents the number of suspensions per 100 students in the 2012 academic year."
2m8w-izji,"percentage of misconducts resulting in suspension 2013: The ""percentage of misconducts resulting in suspension 2013"" column represents the percentage of incidents of misconduct (e.g. misbehavior, rule violations) that resulted in a student being suspended from school in the 2013 academic year."
